date,stock_open,stock_close,stock_high,stock_low,stock_volume,news_headlines
2022-11-14,290.0,299.2699890136719,311.0,288.19000244140625,17978200.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March
2022-11-15,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-16,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-17,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-18,297.3299865722656,287.9800109863281,298.0,287.0,8400100.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March
2022-11-21,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-22,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-23,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-25,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-28,284.0,281.1700134277344,289.54998779296875,280.5299987792969,4703400.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March
2022-11-29,282.5,280.9599914550781,282.9599914550781,275.94000244140625,5786900.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-30,281.3699951171875,305.5299987792969,308.260009765625,280.4100036621094,16070100.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-01,303.989990234375,316.95001220703125,319.79998779296875,303.0299987792969,14664900.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-02,310.489990234375,320.4100036621094,321.989990234375,310.0,12690600.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-05,316.4599914550781,312.5899963378906,322.7699890136719,310.9200134277344,8423000.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-06,311.0,305.5599975585937,313.2200012207031,303.1300048828125,7195400.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-07,306.5,308.4200134277344,309.6099853515625,302.1000061035156,7821600.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-08,309.1099853515625,310.260009765625,312.3800048828125,304.8099975585937,7205300.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-09,321.45001220703125,320.010009765625,329.0,319.5199890136719,14364000.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-12,320.0,315.17999267578125,323.17999267578125,308.8500061035156,10148600.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-13,328.0,320.3399963378906,332.7200012207031,317.20001220703125,10756400.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March
2022-12-14,318.9700012207031,317.8299865722656,324.7099914550781,314.4200134277344,7543300.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March
2022-12-15,302.1199951171875,290.4100036621094,303.3900146484375,286.54998779296875,17724600.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-16,288.760009765625,290.7099914550781,294.7200012207031,288.70001220703125,14080000.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-19,289.7300109863281,288.29998779296875,292.25,286.1300048828125,6163700.0,"Netflix’s ‘Nightmares of Nature’ filmed in Alapaha; Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; DON’T NOD Admits Lost Records: Bloom & Rage Missed Expectations, Signs Deal With Netflix to Create New Game Based on “A Major IP”; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix"
2022-12-20,281.239990234375,288.19000244140625,289.2799987792969,280.8099975585937,6918100.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-21,289.989990234375,297.9599914550781,300.6600036621094,286.5,6376200.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-22,298.0899963378906,297.75,298.8800048828125,290.8099975585937,7856200.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-23,296.17999267578125,294.9599914550781,298.4599914550781,291.9100036621094,4251100.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-27,293.19000244140625,284.1700134277344,293.57000732421875,282.1300048828125,5778100.0,5 Movies to Watch Before They Leave Netflix; Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
